0, 3, 10, 1.20, 0.00, 2.20, 0.00, 0.00, 0.00 
1, 3, 0, -2.30, 0.00, 0.00, 0.00, 0.00, 0.00 
2, 9, 0, 0.00, 0.00, -0.10, 0.00, 0.00, 0.00 
3, 9, 0, 2.30, 0.10, 0.00, 0.00, 0.00, 0.00 
4, 3, 0, 0.00, 0.00, -4.70, 0.00, 0.00, 0.00 
5, 3, 0, -2.10, 0.00, 0.00, 0.00, 0.00, 0.00 
6, 9, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
7, 0, 0, 2.10, 0.00, 0.00, 0.00, 0.00, 0.00 
8, 9, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
9, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
10, 5, 2, -1.00, 2.00, 4.10, 0.00, -90.00, 0.00 
11, 1, 0, -2.40, 0.00, -0.00, 0.00, 0.00, 0.00 
12, 6, 0, -2.50, 0.00, 0.00, 0.00, 180.00, 0.00 
13, 4, 0, -5.10, 2.90, 0.00, 0.00, 180.00, 0.00 
14, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
15, 11, 3, -0.60, 2.00, -1.00, 0.00, 90.00, 0.00 
16, 11, 0, -2.00, 0.00, -0.00, 0.00, 180.00, 0.00 
17, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
18, 7, 10, -1.00, -2.00, -1.50, 0.00, 180.00, 0.00 
19, 7, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
20, 10, 0, -0.00, 0.10, -5.70, 0.00, 180.00, 0.00 
21, 2, 3, -1.60, -0.20, -5.20, 0.00, 0.00, 0.00 
22, 2, 0, 3.20, 0.00, -0.00, 0.00, 0.00, 0.00 
