0, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
1, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
2, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
3, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
4, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
5, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
6, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
7, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
8, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
9, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
10, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
11, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
12, 0, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00 
13, 3, 0, -1.20, 0.00, 2.30, 0.00, 0.00, 0.00 
14, 3, 0, 2.30, 0.00, 0.00, 0.00, 0.00, 0.00 
15, 5, 5, -1.00, 0.10, 0.00, 0.00, -90.00, 0.00 
16, 1, 0, -2.40, 0.00, -0.00, 0.00, 0.00, 0.00 
17, 6, 0, -2.50, 0.00, 0.00, 0.00, 180.00, 0.00 
18, 9, 9, -4.70, 3.00, 0.00, 0.00, 0.00, 0.00 
19, 9, 0, 0.00, 0.00, -1.00, 0.00, 0.00, 0.00 
20, 9, 0, 0.00, 0.00, 2.00, 0.00, 0.00, 0.00 
21, 4, 0, -0.50, 2.00, -0.90, 0.00, 180.00, 0.00 
22, 14, 0, -3.40, -3.00, -1.50, 0.00, 90.00, 0.00 
23, 15, 0, -3.80, 0.00, -0.00, 0.00, 0.00, 0.00 
24, 2, 3, 0.70, 2.90, 3.80, 0.00, 0.00, 0.00 
25, 2, 0, 3.20, 0.00, 0.00, 0.00, 0.00, 0.00 
